1DU6_1	1DU6_1
6LBE_1	5IB4_1
6LBE_1	5IB5_1
6LBE_1	5IB3_1
6LBE_1	5DEG_1
6LBE_1	5DEF_1
6LBE_1	5IB1_1
6LBE_1	5U98_1
6LBE_1	3BP4_1
6LBE_1	3BP7_1
6LBE_1	2A83_1
6LBE_1	6IEX_1
6LBE_1	1A1M_1
6LBE_1	1MHE_1
6LBE_1	6BXQ_2
6LBE_1	3LN5_1
6LBE_1	3KPN_1
6LBE_1	3KPL_1
6LBE_1	3KPP_1
6LBE_1	3L3I_1
6LBE_1	3L3D_1
6LBE_1	3L3G_1
6LBE_1	3I6L_1
6LBE_1	3CZF_1
6LBE_1	1A1O_1
6LBE_1	7LGT_1
6LBE_1	6BXP_1
6LBE_1	3L3J_1
6LBE_1	3L3K_1
6LBE_1	3VRJ_1
6LBE_1	3VRI_1
6LBE_1	6D29_1
6LBE_1	6D2R_1
6LBE_1	6D2B_1
6LBE_1	6D2T_1
6LBE_1	3KPS_1
6LBE_1	1KPR_1
6LBE_1	1KTL_1
6LBE_1	3VCL_1
6LBE_1	4F7P_1
6LBE_1	6M24_1
6LBE_1	6M2J_1
6LBE_1	6M2K_3
6LBE_1	4F7T_1
6LBE_1	4F7M_1
6LBE_1	4U1K_1
6LBE_1	4U1H_1
6LBE_1	4U1M_1
6LBE_1	4U1J_1
6LBE_1	4U1N_1
6LBE_1	4ZUS_1
6LBE_1	4ZUW_1
6LBE_1	4ZUT_1
6LBE_1	4ZUU_1
6LBE_1	4ZUV_1
6LBE_1	3DTX_1
6LBE_1	3HCV_1
6LBE_1	2HJL_1
6LBE_1	2HJK_1
6LBE_1	5WJL_1
6LBE_1	6Y26_1
6LBE_1	6Y29_1
6LBE_1	6Y2A_1
6LBE_1	6Y2B_1
6LBE_1	6Y27_1
6LBE_1	6Y28_1
6LBE_1	3BZE_1
6LBE_1	3BZF_1
6LBE_1	3UPR_1
6LBE_1	5WMO_1
6LBE_1	5WMN_1
6LBE_1	5WMP_1
6LBE_1	5VUD_1
6LBE_1	5VUE_1
6LBE_1	5VUF_1
6LBE_1	5VWD_1
6LBE_1	5VVP_1
6LBE_1	5VWF_1
6LBE_1	5VWJ_1
6LBE_1	5IEK_1
6LBE_1	5VWH_1
6LBE_1	7NUI_1
6LBE_1	5WMQ_1
6LBE_1	6PYL_1
6LBE_1	7K80_1
6LBE_1	7K81_1
6LBE_1	6PYJ_1
6LBE_1	6PZ5_1
6LBE_1	6PYV_1
6LBE_1	6PYW_1
6LBE_1	1SYV_1
6LBE_1	3KPQ_1
6LBE_1	3KPM_1
6LBE_1	3KPO_1
6LBE_1	5XMF_1
6LBE_1	3KPR_1
6LBE_1	5XMM_1
6LBE_1	5T6W_1
6LBE_1	5T6X_1
6LBE_1	5T6Y_1
6LBE_1	5T6Z_1
6LBE_1	5T70_1
6LBE_1	2BSR_1
6LBE_1	2BSS_1
6LBE_1	2BST_1
6LBE_1	4MJI_1
6LBE_1	3VH8_1
6LBE_1	1ZVS_1
6LBE_1	3CDG_1
6LBE_1	5XOV_1
6LBE_1	5W1V_1
6LBE_1	5W1W_1
6LBE_1	3SKO_1
6LBE_1	7BYD_1
6LBE_1	5HGA_1
6LBE_1	5HGB_1
6LBE_1	5HGD_1
6LBE_1	5HGH_1
6LBE_1	3DX6_1
6LBE_1	3DX8_1
6LBE_1	3DXA_1
6LBE_1	3DX7_1
6LBE_1	5WWI_1
6LBE_1	5WWJ_1
6LBE_1	4N8V_2
6LBE_1	3D18_1
6LBE_1	3CII_1
6LBE_1	3W39_1
6LBE_1	6LT6_1
6LBE_1	6IWG_1
6LBE_1	6IWH_1
6LBE_1	2ESV_1
6LBE_1	2YPK_1
6LBE_1	2YPL_1
6LBE_1	5WKH_1
6LBE_1	5WKF_1
6LBE_1	5WJN_1
6LBE_1	5EO0_1
6LBE_1	5EO1_1
6LBE_1	6VPZ_1
6LBE_1	6VQD_1
6LBE_1	6VQE_1
6LBE_1	6VQY_1
6LBE_1	6VQZ_1
6LBE_1	6VQ2_1
6LBE_1	1Q94_1
6LBE_1	1QVO_1
6LBE_1	2RFX_1
6LBE_1	4UQ2_1
6LBE_1	6MTL_1
6LBE_1	6MT6_1
6LBE_1	6MT5_1
6LBE_1	6MT4_1
6LBE_1	3WLB_1
6LBE_1	3WL9_1
6LBE_1	3VXR_1
6LBE_1	3VXS_1
6LBE_1	3VXU_1
6LBE_1	3VXM_1
6LBE_1	5WXC_1
6LBE_1	5WXD_1
6LBE_1	3W0W_1
6LBE_1	5WWU_1
6LBE_1	8I5E_1
6LBE_1	8SBK_1
6LBE_1	8SBL_1
6LBE_1	8RYN_1
6LBE_1	8RYQ_1
6LBE_1	8WUL_3
6LBE_1	8WTE_3
6LBE_1	8UMO_1
6LBE_1	5VCL_1
6LBE_1	3VJ6_1
6LBE_1	8P43_1
6LBE_1	7CPO_1
6LBE_1	8KB0_1
6LBE_1	8JQT_1
6LBE_1	8KCV_1
6LBE_1	8J4G_1
6LBE_1	8KB1_1
6LBE_1	8WO9_1
6LBE_1	4CVZ_1
6LBE_1	4CVX_1
6LBE_1	4CW1_1
6LBE_1	4D0B_1
6LBE_1	2YEZ_1
6LBE_1	4D0C_1
6LBE_1	4D0D_1
6LBE_1	3BEV_1
6LBE_1	3BEW_1
6LBE_1	5YMV_1
6LBE_1	5YMW_1
6LBE_1	6IRL_1
6LBE_1	6KX9_1
6LBE_1	4G43_1
6LBE_1	4E0R_1
6LBE_1	4G42_1
6LBE_1	5AD0_1
6LBE_1	5ACZ_1
6LBE_1	6LHF_1
6LBE_1	6LHG_1
6LBE_1	6LHH_1
6LBE_1	8Y74_1
6TN7_1	6TN7_1
6OJD_1	6OJD_1
6OJD_1	6OJC_1
4DZU_1	4DZU_1
4DZU_1	4DZV_1
4DZU_1	3O42_1
4DZU_1	3O43_1
4DZU_1	3O40_1
4DZU_1	2CMR_1
6XBE_1	6XBE_1
6XBE_1	6XBF_1
6XBE_1	6XCI_1
5ES5_1	5ES5_1
5ES5_1	5ES7_1
5ES5_1	5ES8_1
5ES5_1	5ES6_1
5ES5_1	5ES9_1
5KZT_1	5KZT_1
3P72_1	3P72_1
5FPL_1	5FPL_1
5GW9_1	5GW9_1
5MGX_2	5MGX_2
5OO4_1	5OO4_1
5OO4_1	5NJN_1
5OO4_1	5OO9_1
5OO4_1	5OO8_1
5OO4_1	5OOA_1
5OO4_1	5OO5_1
5OO4_1	5NJO_1
6IK4_1	6IK4_1
6AMS_1	6AMS_1
6AMS_1	4TR8_1
6AMS_1	4TSZ_1
6AMS_1	4K74_1
6AMS_1	6FVL_1
6AMS_1	6FVM_1
6AMS_1	3Q4J_1
6AMS_1	3Q4K_1
6AMS_1	3Q4L_1
6AMS_1	1OK7_1
6AMS_1	6AMQ_1
6AMS_1	4OVF_1
6AMS_1	4OVG_1
6AMS_1	4PNW_1
6AMS_1	4PNV_1
6AMS_1	4OVH_1
6AMS_1	4PNU_1
6AMS_1	4K3M_1
6AMS_1	1UNN_1
6AMS_1	3D1F_1
6AMS_1	3D1E_1
6AMS_1	6AP4_1
6E6T_1	6E6T_1
6E6T_1	6E6U_1
6E6T_1	6E6Y_1
7N50_1	7N50_1
7N52_1	7N52_1
1TXR_1	1TXR_1
1TXR_1	1LOK_1
1TXR_1	2ANP_1
1TXR_1	1FT7_1
6SSC_1	6SSC_1
5W8U_2	5W8U_2
5W8U_2	5W8T_1
5W8U_2	6FFA_2
1A06_1	1A06_1
1A06_1	2BDW_1
1A06_1	2X0G_1
1D0L_1	1D0L_1
1DIK_1	1DIK_1
7N51_1	7N51_1
5W8T_2	5W8T_2
5W8T_2	5W8U_1
5W8T_2	4P16_1
4UAQ_1	4UAQ_1
1J95_1	1J95_1
1J95_1	2A9H_1
1FGK_1	1FGK_1
1FGK_1	2PVF_1
1KCG_1	1KCG_1
1KCG_1	4PP8_1
1KCG_2	1KCG_2
1HOW_1	1HOW_1
1HOW_1	2JD5_1
1HOW_1	1WBP_1
1HOW_1	3BEG_1
1HOW_1	1WAK_1
1HOW_1	7DD1_1
1TI8_1	1TI8_1
1E29_1	1E29_1
1K5M_3	1K5M_3
1K5M_3	4RR3_2
1K5M_3	4RQP_2
1K5M_3	4RS5_1
1K5M_3	1FPN_3
2GW1_1	2GW1_1
2HJV_1	2HJV_1
2GSQ_1	2GSQ_1
2QFC_1	2QFC_1
2QFC_1	4FSC_1
2VY0_1	2VY0_1
2BTJ_2	2BTJ_2
2BTJ_2	2GW4_2
2BTJ_2	5EXC_2
2B9B_1	2B9B_1
3BEG_2	3BEG_2
6SU5_1	6SU5_1
3BTV_1	3BTV_1
3BTV_1	3BTU_1
3BTV_1	3BTS_1
3HO3_1	3HO3_1
3HO3_1	3HO5_1
3HO3_1	3HO4_1
3MPC_1	3MPC_1
2YAD_1	2YAD_1
1M5W_1	1M5W_1
3X2G_1	3X2G_1
3X2G_1	3X2I_1
3X2G_1	3X2O_1
3X2G_1	3X2L_1
3X2G_1	3X2J_1
3X2G_1	3X2N_1
3X2G_1	4ZM7_1
4C1Q_1	4C1Q_1
4J2C_1	4J2C_1
4N9Y_1	4N9Y_1
4N9Y_1	4N9Z_1
4N9Y_1	4NA4_1
4N9Y_1	4NA6_1
4N9Y_1	4NA5_1
4N9Y_1	4FC2_1
4N9Y_1	4NA0_1
4NNN_2	4NNN_2
4NNN_2	1RYP_3
4NNN_2	3MG4_2
4NNN_2	3MG6_2
4NNN_2	3MG7_2
4NNN_2	3MG0_2
4NNN_2	3MG8_2
4NNN_2	1G0U_2
4NNN_2	4NO6_2
4NNN_2	4NO8_2
4NNN_2	4NO9_2
4NNN_2	4NNW_2
4NNN_2	4NO1_2
4NNN_2	3UN4_2
4NNN_2	3UN8_2
4NNN_2	5JHS_2
4NNN_2	5JHR_2
4NNN_2	1FNT_3
4NNN_2	4QBY_2
4NNN_2	2ZCY_2
4NNN_2	3BDM_2
4NNN_2	3NZW_2
4NNN_2	3NZJ_2
4NNN_2	3NZX_2
4NNN_2	7V5M_3
4NNN_2	7V5G_10
4NNN_2	5LEY_2
4NNN_2	5LEZ_2
4NNN_2	5LF0_2
4NNN_2	5LF1_2
4NNN_2	5LF6_2
4NNN_2	5LF7_2
4NNN_2	5LEX_2
4NNN_2	5LE5_2
4NNN_2	5LF3_2
4NNN_2	5LF4_2
4NNN_2	3UNE_2
4NNN_2	3UNF_2
4NNN_2	3UNH_2
4NNN_2	3UNB_2
4NNN_3	4NNN_3
4NNN_3	1RYP_4
4NNN_3	3MG4_3
4NNN_3	3MG6_3
4NNN_3	3MG7_3
4NNN_3	3MG0_3
4NNN_3	3MG8_3
4NNN_3	1G0U_3
4NNN_3	4NO6_3
4NNN_3	4NO8_3
4NNN_3	4NO9_3
4NNN_3	4NNW_3
4NNN_3	4NO1_3
4NNN_3	3UN4_3
4NNN_3	3UN8_3
4NNN_3	5JHS_3
4NNN_3	5JHR_3
4NNN_3	1FNT_4
4NNN_3	4QBY_3
4NNN_3	2ZCY_3
4NNN_3	3BDM_3
4NNN_3	3NZW_3
4NNN_3	3NZJ_3
4NNN_3	3NZX_3
4NNN_3	7V5M_4
4NNN_3	7V5G_11
4NNN_3	5LEY_3
4NNN_3	5LEZ_3
4NNN_3	5LF0_3
4NNN_3	5LF1_3
4NNN_3	5LF6_3
4NNN_3	5LF7_3
4NNN_3	5LEX_3
4NNN_3	5LE5_3
4NNN_3	5LF3_3
4NNN_3	5LF4_3
4NNN_3	3UNE_3
4NNN_3	3UNF_3
4NNN_3	3UNH_3
4NNN_3	3UNB_3
4QQG_1	4QQG_1
5MX1_1	5MX1_1
5TJ7_1	5TJ7_1
5TJ7_1	5TJ8_1
5TJ7_1	5TJQ_1
5OLJ_1	5OLJ_1
4UVQ_1	4UVQ_1
4AFL_1	4AFL_1
5LUQ_1	5LUQ_1
5LUQ_2	5LUQ_2
6BFE_1	6BFE_1
6BFE_1	5MCQ_1
6BFE_1	5MCO_1
6BFE_1	5MBW_1
6BFE_1	2QZL_1
6BFE_1	3R1G_1
6BFE_1	3K5D_1
6BFE_1	3K5F_1
6BFE_1	3K5G_1
6BFE_1	4FRS_1
6BFE_1	1FKN_1
6BFE_1	4WTU_1
6BFE_1	4DI2_1
6BFE_1	4K9H_1
6BFE_1	4KE0_1
6BFE_1	4KE1_1
6BFE_1	4K8S_1
6BFE_1	6BFX_1
6BFE_1	6BFW_1
6BFE_1	6BFD_1
6BFE_1	3UDH_1
6BFE_1	3UDK_1
6BFE_1	3UDJ_1
6BFE_1	3UDR_1
6BFE_1	3UDM_1
6BFE_1	3UDP_1
6BFE_1	3UDY_1
6BFE_1	3UDN_1
6BFE_1	3UDQ_1
6BFE_1	2ZHU_1
6BFE_1	2ZHV_1
6BFE_1	2ZHR_1
6BFE_1	2ZHS_1
6BFE_1	2ZHT_1
6BFE_1	4JP9_1
6BFE_1	4JPC_1
6BFE_1	4JPE_1
6BFE_1	4JOO_1
6BFE_1	4X7I_1
6BFE_1	4B05_1
6BFE_1	4YBI_1
6BFE_1	3TPJ_1
6BFE_1	3TPL_1
6BFE_1	3TPP_1
6BFE_1	3TPR_1
6BFE_1	4TRW_1
6BFE_1	4TRZ_1
5YYA_1	5YYA_1
5YYA_1	2L3R_1
5YYA_1	3DB3_1
5YYA_1	5IAY_1
5YYA_1	5YY9_1
5YYA_1	5XPI_1
5YYA_1	3DB4_1
6C9D_1	6C9D_1
6CW2_1	6CW2_1
6CW2_1	6CW3_3
6CW2_2	6CW2_2
6CW2_2	6CW3_4
6AD3_1	6AD3_1
6CWF_1	6CWF_1
6CWF_1	6CWH_1
6CWF_1	6CWN_1
6CWF_1	6CWR_1
6CWF_1	6CWI_1
6CWF_1	6CWM_1
6CWF_1	6CWL_1
6CWF_1	6CWC_1
4YNL_1	4YNL_1
6IP0_1	6IP0_1
6IP0_1	6IP4_1
6E52_1	6E52_1
6E52_1	6E95_1
6X6O_1	6X6O_1
7ABA_1	7ABA_1
7ABA_1	7ABA_2
7ABA_1	7ABB_1
3J2I_1	3J2I_1
3J2I_2	3J2I_2
6W25_1	6W25_1
6SYF_1	6SYF_1
1G5Z_1	1G5Z_1
1OE1_1	1OE1_1
1OE1_1	1OE2_1
1OE1_1	1OE3_1
1FTK_1	1FTK_1
1FTK_1	4F22_1
1FTK_1	4F29_1
1FTK_1	4F31_1
1FTK_1	4F39_1
1FTK_1	4F3B_1
1FTK_1	4F3G_1
1FTK_1	4F2O_1
1FTK_1	4F2Q_1
1FTK_1	4F1Y_1
1FTK_1	1FTL_1
1FTK_1	1FTM_1
1FTK_1	1FTJ_1
1FTK_1	1FW0_1
1FTK_1	1FTO_1
1SVF_1	1SVF_1
1W3B_1	1W3B_1
2ADO_1	2ADO_1
2ADO_1	2ETX_1
2ADO_1	3K05_1
1XFA_1	1XFA_1
1XFA_1	1XF9_1
1K9O_1	1K9O_1
1HLQ_1	1HLQ_1
1OZB_1	1OZB_1
1T4M_1	1T4M_1
1T4M_1	1T2N_1
1CFZ_1	1CFZ_1
1J8Y_1	1J8Y_1
1J8Y_1	1J8M_1
1ZVZ_1	1ZVZ_1
1ZVZ_1	1U6H_1
1ZVZ_1	1ZW3_1
1ZVZ_1	1ZW2_1
2A9U_1	2A9U_1
1X14_1	1X14_1
1X14_1	1X13_1
1X14_1	1X15_1
1THU_1	1THU_1
1THU_1	1THV_1
1THU_1	1THW_1
2BHL_1	2BHL_1
2BHL_1	2BH9_1
2C61_1	2C61_1
1Z1L_1	1Z1L_1
2AKY_1	2AKY_1
2AKY_1	1AKY_1
2AKY_1	2AK2_1
2AKY_1	1AK2_1
2GWF_1	2GWF_1
2GWF_2	2GWF_2
2GWF_2	2FZP_1
2JK3_1	2JK3_1
2JK3_1	2WV1_1
2P7G_1	2P7G_1
2P7G_1	2GPO_1
2P7G_1	2GPP_1
2P7G_1	2GPV_1
2P7G_1	2GP7_1
2P7G_1	2GPU_1
2P7G_1	1KV6_1
2P7G_1	2P7Z_1
2P7G_1	2P7A_1
2P7G_1	1TFC_1
2P7G_1	3D24_1
2P7G_1	1XB7_1
2P7G_1	7E2E_1
2P7G_1	2PJL_1
2HNF_1	2HNF_1
2HNF_1	2HO0_1
2GFO_1	2GFO_1
2VIF_1	2VIF_1
2F3L_1	2F3L_1
2F3L_1	2G0Y_1
3AS4_1	3AS4_1
3AS4_1	3AS8_1
3AS4_1	3ASG_1
3AS4_1	3AS5_1
3AS4_1	3ASD_1
3AS4_1	3ASH_1
3AS4_1	3ASF_1
2XHE_1	2XHE_1
2XHE_2	2XHE_2
2STA_1	2STA_1
2STA_1	2STB_1
2STA_1	4XOJ_1
2STA_1	1V6D_1
2STA_1	1SMF_1
2STA_1	2FX6_1
2STA_1	2FX4_1
2STA_1	1YF4_1
2STA_1	2PLX_1
2STA_1	3FP6_1
2STA_1	3FP7_1
2STA_1	3FP8_1
2STA_1	6MRQ_1
2STA_1	1OX1_1
2STA_1	1SFI_1
2STA_1	4GUX_1
2STA_1	6EAT_1
2STA_1	6E5M_1
2STA_1	2CMY_1
2STA_1	1TPA_1
2STA_1	1TPO_1
2STA_1	1TPP_1
2STA_1	2TGP_1
2STA_1	2PTC_1
2STA_1	3PTB_1
2STA_1	3TPI_1
2STA_1	3OTJ_1
2STA_1	4HGC_1
2STA_1	1SBW_1
2STA_1	6U22_1
2STA_1	6VXY_1
2STA_1	1MCT_1
2STA_1	1K9O_2
2STA_1	2UUY_1
2STA_1	4AOQ_1
2STA_1	4AOR_1
2STA_1	4U2W_2
2STA_1	1TAB_1
2STA_1	1G9I_1
2STA_1	6BFP_1
2STA_1	2BTC_1
2STA_1	1ANE_1
2STA_1	1AND_1
2STA_1	4TPI_1
2STA_1	3TGI_1
2STA_1	3TGJ_1
2STA_1	4I8K_1
2STA_1	4I8G_1
2STA_1	4I8J_1
2STA_1	4I8L_1
2STA_1	4I8H_1
2STA_1	2O9Q_1
2STA_1	4ABJ_1
2STA_1	4ABI_1
2STA_1	4Q2K_1
2STA_1	2CGA_1
2STA_1	1DLK_2
2STA_1	1OXG_1
2STA_1	2F91_1
2STA_1	1FY4_1
2STA_1	1GDN_1
2STA_1	1FY5_1
2STA_1	1GDQ_1
2STA_1	1FN8_1
2STA_1	1GDU_1
2STA_1	1TRY_1
2STA_1	1PPZ_1
2STA_1	1PQ8_1
2STA_1	1PQA_1
2STA_1	1PQ5_1
2STA_1	1PQ7_1
3B9P_1	3B9P_1
3B9P_1	6OO2_1
3B9P_1	6NDY_1
3B9P_1	6BMF_1
3BIP_1	3BIP_1
3BIP_1	3BIQ_1
3BIP_1	3BIT_1
3DFR_1	3DFR_1
3FGC_1	3FGC_1
3FGC_1	1LUC_1
2WEW_1	2WEW_1
2WEW_1	2WEX_1
3GD4_1	3GD4_1
3GD4_1	3GD3_1
3FDS_1	3FDS_1
3FDS_2	3FDS_2
3FDS_3	3FDS_3
3H6R_1	3H6R_1
3H6R_1	3H6R_2
3H6R_1	3H6S_2
3G23_1	3G23_1
5EM1_1	5EM1_1
5EM1_1	5EV0_1
5EM1_1	5EVE_1
5EM1_1	5EM0_1
4LQD_1	4LQD_1
4WHN_1	4WHN_1
5GV8_1	5GV8_1
5GV8_1	5GV7_1
5HDA_1	5HDA_1
5B0H_1	5B0H_1
5FWG_1	5FWG_1
5FWG_1	1GNE_1
5FWG_1	1B8X_1
5OD4_1	5OD4_1
5YBE_1	5YBE_1
5YBE_1	5YBU_1
5YBE_1	5YBV_1
5YBE_1	5YBV_2
5YBE_1	5YBJ_1
4YZH_1	4YZH_1
4YZH_1	4YZG_1
6BA9_1	6BA9_1
6BA9_1	6BA8_1
5JFL_1	5JFL_1
5JFL_1	5JFN_1
5JFL_1	5JFM_1
5YRZ_1	5YRZ_1
5YRZ_2	5YRZ_2
6EWY_1	6EWY_1
6FOL_1	6FOL_1
6FOL_1	6FN8_1
6FOL_1	1TO5_1
6FOL_1	1TO4_1
6FOL_1	6FOL_2
6FOL_1	6FON_2
6FOL_1	6FOI_1
6FOL_1	6FP6_1
6FON_1	6FON_1
6FON_1	6FP6_2
6KZJ_1	6KZJ_1
6KZJ_2	6KZJ_2
6NUX_1	6NUX_1
6NUX_1	6C09_1
6NUX_1	6C15_1
6CF6_1	6CF6_1
6ST4_1	6ST4_1
6ST4_1	6STE_1
6ST4_1	6STC_1
6BT9_1	6BT9_1
6STK_1	6STK_1
6STK_1	6FGP_2
6X3C_1	6X3C_1
6X3C_1	6X3J_1
6X3C_1	2XAT_1
6X3C_1	1XAT_1
6J2P_1	6J2P_1
7CXS_1	7CXS_1
7CXS_1	7CXU_1
7CXS_1	7CXV_1
7CYL_2	7CYL_2
7EK6_1	7EK6_1
7O3I_1	7O3I_1
7O3I_1	7O88_1
7O3I_1	7O4P_1
7RXN_1	7RXN_1
7RXN_1	1C09_1
7RXN_1	1B13_1
7RXN_1	1B2O_1
7RXN_1	1B2J_1
7RXN_1	1T9O_1
7RXN_1	1T9Q_1
7RXN_1	1T9P_1
7RXN_1	1YK5_1
7RXN_1	1YK4_1
5O99_1	5O99_1
6PY2_1	6PY2_1
6PY2_1	6PX6_1
6PY2_2	6PY2_2
6PY2_2	6PX6_2
4WF0_1	4WF0_1
7E9J_1	7E9J_1
4R0R_1	4R0R_1
3T52_1	3T52_1
3T52_1	3T4U_1
6FBK_1	6FBK_1
1J0T_1	1J0T_1
1AUU_1	1AUU_1
1OZS_1	1OZS_1
1OZS_1	1JC2_1
1W0A_1	1W0A_1
1W0A_1	1W09_1
1W0A_1	1W0B_1
1UDK_1	1UDK_1
5J9K_1	5J9K_1
5J9K_1	5JHP_1
5J9K_1	5JA5_1
5J9K_1	5JGC_1
5J9K_1	5C6V_1
5J9K_1	5C7F_1
5J9K_1	5C7E_1
2FN2_1	2FN2_1
2FN2_1	1CXW_1
1OWA_1	1OWA_1
2ETZ_1	2ETZ_1
2ETZ_1	2EU0_1
2JXW_1	2JXW_1
2L7B_1	2L7B_1
2MBK_1	2MBK_1
2MII_1	2MII_1
2M87_1	2M87_1
2ORC_1	2ORC_1
2MQ1_1	2MQ1_1
5GVQ_1	5GVQ_1
2MVO_1	2MVO_1
2KE1_1	2KE1_1
2KE1_1	2KFT_1
2KE1_1	1XWH_1
2RRB_1	2RRB_1
7OVC_1	7OVC_1
1R1X_1	1R1X_1
1R1X_1	1R1Y_1
1R1X_1	1CLS_1
1R1X_1	1XXT_1
1R1X_1	1XZ5_1
1R1X_1	1XZ7_1
1R1X_1	1XZU_1
1R1X_1	1Y0C_1
1R1X_1	1Y0D_1
1R1X_1	1Y0A_1
1R1X_1	1Y0W_1
1R1X_1	1XY0_1
1R1X_1	1Y2Z_1
1R1X_1	1Y35_1
1R1X_1	1Y45_1
1R1X_1	1XZV_1
1R1X_1	1Y4B_1
1R1X_1	1Y4F_1
1R1X_1	1Y09_1
1R1X_1	1Y46_1
1R1X_1	1Y4R_1
1R1X_1	1Y4V_1
1R1X_1	1Y0T_1
1R1X_1	1Y5K_1
1R1X_1	1Y5J_1
1R1X_1	1Y7D_1
1R1X_1	1Y7G_1
1R1X_1	1Y4P_1
1R1X_1	1Y31_1
1R1X_1	1Y22_1
1R1X_1	1Y5F_1
1R1X_1	1YDZ_1
1R1X_1	1YE0_1
1R1X_1	1YE1_1
1R1X_1	1Y4G_1
1R1X_1	1Y4Q_1
1R1X_1	1YEO_1
1R1X_1	1YEQ_1
1R1X_1	1Y83_1
1R1X_1	1Y7Z_1
1R1X_1	1YEU_1
1R1X_1	1YGD_1
1R1X_1	1YE2_1
1R1X_1	1YGF_1
1R1X_1	1YH9_1
1R1X_1	1YG5_1
1R1X_1	1YIE_1
1R1X_1	1YIH_1
1R1X_1	1Y85_1
1R1X_1	1Y8W_1
1R1X_1	1YHR_1
1R1X_1	1YHE_1
1R1X_1	1Y7C_1
1R1X_1	1YEV_1
1R1X_1	1YEN_1
1R1X_2	1R1X_2
1R1X_2	1R1Y_2
1R1X_2	1CLS_2
1R1X_2	1XXT_2
1R1X_2	1XZ5_2
1R1X_2	1XZ7_2
1R1X_2	1XZU_2
1R1X_2	1Y0C_2
1R1X_2	1Y0D_2
1R1X_2	1Y0A_2
1R1X_2	1Y0W_2
1R1X_2	1XY0_2
1R1X_2	1Y2Z_2
1R1X_2	1Y35_2
1R1X_2	1Y45_2
1R1X_2	1XZV_2
1R1X_2	1Y4B_2
1R1X_2	1Y4F_2
1R1X_2	1Y09_2
1R1X_2	1Y46_2
1R1X_2	1Y4R_2
1R1X_2	1Y4V_2
1R1X_2	1Y0T_2
1R1X_2	1Y5K_2
1R1X_2	1Y5J_2
1R1X_2	1Y7D_2
1R1X_2	1Y7G_2
1R1X_2	1Y4P_2
1R1X_2	1Y31_2
1R1X_2	1Y22_2
1R1X_2	1Y5F_2
1R1X_2	1YDZ_2
1R1X_2	1YE0_2
1R1X_2	1YE1_2
1R1X_2	1Y4G_2
1R1X_2	1Y4Q_2
1R1X_2	1YEO_2
1R1X_2	1YEQ_2
1R1X_2	1Y83_2
1R1X_2	1Y7Z_2
1R1X_2	1YEU_2
1R1X_2	1YGD_2
1R1X_2	1YE2_2
1R1X_2	1YGF_2
1R1X_2	1YH9_2
1R1X_2	1YG5_2
1R1X_2	1YIE_2
1R1X_2	1YIH_2
1R1X_2	1Y85_2
1R1X_2	1Y8W_2
1R1X_2	1YHR_2
1R1X_2	1YHE_2
1R1X_2	1Y7C_2
1R1X_2	1YEV_2
1R1X_2	1YEN_2
2PBK_1	2PBK_1
1KHY_1	1KHY_1
3K48_1	3K48_1
5H5R_1	5H5R_1
5H5R_1	5H5S_1
5H5R_1	5H5Q_1
7M10_1	7M10_1
7M10_1	3KQI_1
5GU4_1	5GU4_1
5GU4_1	4HUP_1
5GU4_1	4HV3_1
5GU4_1	4HV7_1
5GU4_1	4HUO_1
5GU4_1	6URY_1
5GU4_1	6URW_1
5GU4_1	6URX_1
5M4V_1	5M4V_1
5M4V_1	3TGI_2
5M4V_1	3FP6_2
5M4V_1	3FP8_2
5M4V_1	1D0D_2
5M4V_1	3U1J_3
5M4V_1	1TPA_2
5M4V_1	2TGP_2
5M4V_1	2PTC_2
5M4V_1	4PTI_1
5M4V_1	3TPI_2
5M4V_1	3OTJ_2
5M4V_1	1G6X_1
5M4V_1	4TPI_2
5M4V_1	3TGJ_2
5M4V_1	3AUC_1
5M4V_1	3AUD_1
5M4V_1	3AUE_1
5M4V_1	3AUH_1
5M4V_1	3AUI_1
5M4V_1	3AUG_1
5M4V_1	3AUB_1
5M4V_1	2M01_1
6MJG_1	6MJG_1
6MJG_1	6QZY_1
6MJG_1	6QZZ_1
6MJG_1	6QZZ_2
6MJG_1	6R00_1
6MJG_1	6TSC_1
6MJG_1	5N0P_1
6MJG_1	5N0R_1
6MJG_1	5N0S_1
6MJG_1	5N0O_2
6MJG_1	5N0O_1
6MJG_1	5N0N_1
6MJG_1	5N0U_1
6MJG_1	5N0V_1
6MJG_1	5OUF_1
6MJG_1	6GEW_1
6MJG_1	5N0W_1
6MJG_1	5N0Q_1
6MJG_1	5N0T_1
6MJG_1	5N0X_1
6MJG_1	5N4I_1
6MJG_1	6MJF_1
4L0E_1	4L0E_1
4L0E_1	4L0F_1
4L0E_1	4PWV_1
4L0E_1	4PXH_1
5V1D_1	5V1D_1
5BTR_1	5BTR_1
6LYC_1	6LYC_1
6LYC_1	4CMM_1
3WUZ_1	3WUZ_1
4WD9_1	4WD9_1
4WD9_1	6M7Y_1
5H7G_1	5H7G_1
5H7G_1	3BIM_1
5H7G_1	5H7H_1
5H7G_1	5X4M_1
5H7G_1	5X4Q_1
5H7G_1	5X4N_1
5H7G_1	5X4O_1
5H7G_1	5X4P_1
5H7G_1	4CP3_1
5H7G_1	7BDE_1
5H7G_1	1R2B_1
