job_id,model_name,seed_id,sample_id,original_iptm,original_ptm,actifptm,iptm,ptm,confidence_score,original_confidence_score,ranking_score,original_ranking_score
8t5q_G,af3,10,8,0.91,0.9,0.9356,0.9096,0.9004,0.9286,0.9078,0.9536,0.9328
8t5q_G,af3,10,9,0.91,0.91,0.9328,0.9077,0.9054,0.9273,0.9072,0.9773,0.9572
8t5q_G,af3,42,0,0.91,0.91,0.9354,0.911,0.9083,0.93,0.9105,0.96,0.9405
8t5q_G,af3,42,1,0.91,0.9,0.9347,0.9079,0.9033,0.9284,0.907,0.9634,0.942
8t5q_G,af3,42,2,0.91,0.9,0.9385,0.9132,0.9006,0.9309,0.9107,0.9709,0.9507
8t5q_G,af3,42,3,0.91,0.91,0.9372,0.9121,0.9086,0.9315,0.9114,0.9765,0.9564
8t5q_G,af3,42,4,0.91,0.9,0.9341,0.9078,0.905,0.9283,0.9072,0.9733,0.9522
8t5q_G,af3,42,5,0.92,0.92,0.9398,0.9149,0.9162,0.9351,0.9152,0.9551,0.9352
8t5q_G,af3,42,6,0.9,0.9,0.9306,0.9021,0.9042,0.9253,0.9025,0.9703,0.9475
8t5q_G,af3,42,7,0.91,0.91,0.9347,0.9078,0.9065,0.9291,0.9075,0.9541,0.9325
8t5q_G,af3,42,8,0.91,0.91,0.9346,0.9078,0.9067,0.929,0.9076,0.964,0.9426
8t5q_G,af3,42,9,0.9,0.91,0.9327,0.9048,0.9051,0.9272,0.9049,0.9572,0.9349
8t5q_G,af3,777,0,0.91,0.9,0.9346,0.907,0.9029,0.9283,0.9062,0.9733,0.9512
8t5q_G,af3,777,1,0.91,0.9,0.9366,0.911,0.8982,0.9289,0.9084,0.9539,0.9334
8t5q_G,af3,777,2,0.91,0.9,0.9316,0.905,0.9021,0.9257,0.9044,0.9557,0.9344
8t5q_G,af3,777,3,0.92,0.91,0.9412,0.9164,0.9099,0.9349,0.9151,0.9599,0.9401
8t5q_G,af3,777,4,0.92,0.91,0.9408,0.9167,0.9113,0.9349,0.9156,0.9549,0.9356
8t5q_G,af3,777,5,0.91,0.9,0.9375,0.9118,0.9048,0.931,0.9104,0.951,0.9304
8t5q_G,af3,777,6,0.92,0.91,0.9399,0.9151,0.908,0.9335,0.9137,0.9785,0.9587
8t5q_G,af3,777,7,0.91,0.9,0.9388,0.914,0.9036,0.9318,0.9119,0.9668,0.9469
8t5q_G,af3,777,8,0.91,0.91,0.939,0.913,0.9056,0.9323,0.9115,0.9773,0.9565
8t5q_G,af3,777,9,0.91,0.9,0.9374,0.9115,0.9016,0.9302,0.9095,0.9652,0.9445
8t5q_G,af3,25107,0,0.91,0.91,0.9409,0.9139,0.9058,0.9339,0.9123,0.9689,0.9473
8t5q_G,af3,25107,1,0.91,0.9,0.9362,0.9102,0.9031,0.9296,0.9088,0.9596,0.9388
8t5q_G,af3,25107,2,0.9,0.9,0.9301,0.9018,0.9013,0.9243,0.9017,0.9493,0.9267
8t5q_G,af3,25107,3,0.91,0.9,0.9388,0.9137,0.9048,0.932,0.9119,0.967,0.9469
8t5q_G,af3,25107,4,0.91,0.91,0.9387,0.9119,0.9073,0.9324,0.911,0.9524,0.931
8t5q_G,af3,25107,5,0.92,0.91,0.9431,0.9191,0.9087,0.9362,0.917,0.9712,0.952
8t5q_G,af3,25107,6,0.92,0.92,0.9459,0.9205,0.916,0.9399,0.9196,0.9649,0.9446
8t5q_G,af3,25107,7,0.93,0.92,0.9496,0.9267,0.92,0.9437,0.9254,0.9737,0.9554
8t5q_G,af3,25107,8,0.91,0.91,0.9361,0.9083,0.9064,0.9302,0.9079,0.9502,0.9279
8t5q_G,af3,25107,9,0.92,0.9,0.9412,0.9158,0.9042,0.9338,0.9135,0.9538,0.9335
8t5q_G,af3,91791,0,0.9,0.9,0.9282,0.8998,0.9015,0.9229,0.9001,0.9529,0.9301
8t5q_G,af3,91791,1,0.89,0.9,0.9213,0.8917,0.8984,0.9167,0.893,0.9317,0.908
8t5q_G,af3,91791,2,0.9,0.91,0.9294,0.9043,0.9076,0.925,0.905,0.96,0.94
8t5q_G,af3,91791,3,0.91,0.91,0.9391,0.9131,0.9117,0.9336,0.9128,0.9536,0.9328
8t5q_G,af3,91791,4,0.91,0.91,0.9364,0.9127,0.9105,0.9312,0.9123,0.9612,0.9423
8t5q_G,af3,91791,5,0.91,0.91,0.9333,0.9075,0.9074,0.9281,0.9075,0.9481,0.9275
8t5q_G,af3,91791,6,0.9,0.9,0.9288,0.9011,0.8991,0.9229,0.9007,0.9429,0.9207
8t5q_G,af3,91791,7,0.92,0.92,0.942,0.9185,0.9167,0.9369,0.9181,0.9869,0.9681
8t5q_G,af3,91791,8,0.91,0.9,0.9308,0.9051,0.9047,0.9256,0.905,0.9806,0.96
8t5q_G,af3,91791,9,0.9,0.91,0.9307,0.9045,0.9053,0.9256,0.9047,0.9456,0.9247
8t5q_G,af3,34897,0,0.91,0.91,0.9361,0.9098,0.9067,0.9302,0.9092,0.9602,0.9392
8t5q_G,af3,34897,1,0.86,0.9,0.9086,0.863,0.9036,0.9076,0.8711,0.9276,0.8911
8t5q_G,af3,34897,2,0.86,0.9,0.9117,0.8612,0.8996,0.9093,0.8689,0.9393,0.8989
8t5q_G,af3,34897,3,0.91,0.9,0.9336,0.9063,0.9032,0.9275,0.9057,0.9525,0.9307
8t5q_G,af3,34897,4,0.91,0.9,0.9378,0.9143,0.9032,0.9309,0.9121,0.9809,0.9621
8t5q_G,af3,34897,5,0.91,0.91,0.9386,0.9139,0.913,0.9335,0.9137,0.9685,0.9487
8t5q_G,af3,34897,6,0.91,0.91,0.9393,0.9133,0.9092,0.9333,0.9125,0.9783,0.9575
8t5q_G,af3,34897,7,0.91,0.9,0.9354,0.9087,0.9025,0.9288,0.9075,0.9588,0.9375
8t5q_G,af3,34897,8,0.91,0.91,0.9368,0.911,0.9062,0.9307,0.91,0.9507,0.93
8t5q_G,af3,34897,9,0.91,0.91,0.938,0.9108,0.907,0.9318,0.91,0.9568,0.935
8t5q_G,af3,9999,0,0.91,0.9,0.9344,0.9079,0.9004,0.9276,0.9064,0.9526,0.9314
8t5q_G,af3,9999,1,0.91,0.91,0.9352,0.9097,0.9066,0.9295,0.9091,0.9495,0.9291
8t5q_G,af3,9999,2,0.91,0.9,0.9374,0.9123,0.9033,0.9306,0.9105,0.9556,0.9355
8t5q_G,af3,9999,3,0.91,0.91,0.9373,0.9124,0.9057,0.931,0.9111,0.976,0.9561
8t5q_G,af3,9999,4,0.9,0.9,0.9316,0.9047,0.8991,0.9251,0.9036,0.9451,0.9236
8t5q_G,af3,9999,5,0.91,0.9,0.9343,0.9077,0.9037,0.9282,0.9069,0.9582,0.9369
8t5q_G,af3,9999,6,0.92,0.91,0.9402,0.9163,0.9066,0.9335,0.9144,0.9635,0.9444
8t5q_G,af3,9999,7,0.9,0.9,0.931,0.903,0.9026,0.9253,0.9029,0.9453,0.9229
8t5q_G,af3,9999,8,0.91,0.91,0.9316,0.9061,0.9051,0.9263,0.9059,0.9513,0.9309
8t5q_G,af3,9999,9,0.88,0.9,0.9134,0.8799,0.905,0.9117,0.8849,0.9317,0.9049
8t5q_G,af3,100,0,0.92,0.91,0.9408,0.9156,0.9132,0.9353,0.9151,0.9553,0.9351
8t5q_G,af3,100,1,0.91,0.91,0.938,0.9134,0.9066,0.9317,0.912,0.9717,0.952
8t5q_G,af3,100,2,0.91,0.9,0.9369,0.9124,0.9037,0.9303,0.9107,0.9753,0.9557
8t5q_G,af3,100,3,0.91,0.9,0.9367,0.9111,0.902,0.9298,0.9093,0.9548,0.9343
8t5q_G,af3,100,4,0.91,0.9,0.9378,0.9125,0.9018,0.9306,0.9104,0.9656,0.9454
8t5q_G,af3,100,5,0.92,0.9,0.9397,0.9153,0.9001,0.9318,0.9123,0.9618,0.9423
8t5q_G,af3,100,6,0.91,0.9,0.9356,0.9097,0.9037,0.9292,0.9085,0.9542,0.9335
8t5q_G,af3,100,7,0.91,0.91,0.9385,0.913,0.906,0.932,0.9116,0.977,0.9566
8t5q_G,af3,100,8,0.92,0.91,0.9406,0.9166,0.9067,0.9338,0.9146,0.9738,0.9546
8t5q_G,af3,100,9,0.91,0.9,0.9389,0.9146,0.9039,0.9319,0.9125,0.9769,0.9575
8t5q_G,af3,52,0,0.91,0.9,0.9344,0.9061,0.9018,0.9279,0.9052,0.9579,0.9352
8t5q_G,af3,52,1,0.91,0.91,0.9383,0.9131,0.9071,0.9321,0.9119,0.9571,0.9369
8t5q_G,af3,52,2,0.91,0.9,0.9361,0.9087,0.9031,0.9295,0.9076,0.9495,0.9276
8t5q_G,af3,52,3,0.91,0.9,0.9379,0.9115,0.903,0.9309,0.9098,0.9609,0.9398
8t5q_G,af3,52,4,0.91,0.9,0.9397,0.9144,0.9036,0.9325,0.9122,0.9675,0.9472
8t5q_G,af3,52,5,0.91,0.9,0.9376,0.9109,0.8996,0.93,0.9086,0.97,0.9486
8t5q_G,af3,52,6,0.91,0.9,0.938,0.9124,0.9049,0.9314,0.9109,0.9664,0.9459
8t5q_G,af3,52,7,0.91,0.9,0.9349,0.9082,0.9023,0.9284,0.907,0.9634,0.942
8t5q_G,af3,52,8,0.91,0.9,0.9367,0.9091,0.9043,0.9302,0.9081,0.9502,0.9281
8t5q_G,af3,52,9,0.91,0.9,0.9352,0.9089,0.9027,0.9287,0.9077,0.9637,0.9427
8t5q_G,af3,2025,0,0.91,0.9,0.9409,0.9142,0.9041,0.9335,0.9122,0.9785,0.9572
8t5q_G,af3,2025,1,0.91,0.91,0.9405,0.9143,0.9061,0.9336,0.9127,0.9686,0.9477
8t5q_G,af3,2025,2,0.91,0.91,0.9413,0.9128,0.9052,0.9341,0.9113,0.9641,0.9413
8t5q_G,af3,2025,3,0.91,0.91,0.9408,0.9146,0.9102,0.9347,0.9137,0.9597,0.9387
8t5q_G,af3,2025,4,0.91,0.91,0.9421,0.9145,0.907,0.9351,0.913,0.9601,0.938
8t5q_G,af3,2025,5,0.93,0.91,0.9516,0.9291,0.9146,0.9442,0.9262,0.9892,0.9712
8t5q_G,af3,2025,6,0.91,0.9,0.9375,0.9108,0.9042,0.9308,0.9095,0.9458,0.9245
8t5q_G,af3,2025,7,0.91,0.9,0.9377,0.9104,0.9047,0.9311,0.9093,0.9761,0.9543
8t5q_G,af3,2025,8,0.92,0.91,0.9445,0.9196,0.9121,0.938,0.9181,0.973,0.9531
8t5q_G,af3,2025,9,0.91,0.9,0.9402,0.913,0.9037,0.9329,0.9111,0.9529,0.9311
8t5q_G,af3,1000,0,0.91,0.91,0.9388,0.9128,0.9081,0.9327,0.9119,0.9677,0.9469
8t5q_G,af3,1000,1,0.91,0.9,0.9333,0.9061,0.9039,0.9274,0.9057,0.9524,0.9307
8t5q_G,af3,1000,2,0.91,0.91,0.9372,0.9108,0.9075,0.9313,0.9101,0.9763,0.9551
8t5q_G,af3,1000,3,0.56,0.89,0.5994,0.5623,0.891,0.6577,0.628,0.7027,0.673
8t5q_G,af3,1000,4,0.91,0.91,0.9335,0.9071,0.9055,0.9279,0.9068,0.9579,0.9368
8t5q_G,af3,1000,5,0.91,0.9,0.9329,0.9063,0.8986,0.926,0.9048,0.961,0.9398
8t5q_G,af3,1000,6,0.91,0.91,0.9344,0.9085,0.9066,0.9288,0.9081,0.9588,0.9381
8t5q_G,af3,1000,7,0.9,0.9,0.9314,0.9049,0.8964,0.9244,0.9032,0.9594,0.9382
8t5q_G,af3,1000,8,0.91,0.91,0.9356,0.9104,0.9054,0.9296,0.9094,0.9796,0.9594
8t5q_G,af3,1000,9,0.9,0.91,0.9322,0.9046,0.9064,0.927,0.905,0.957,0.935
8t8g_B,af3,1,0,0.4,0.84,0.4032,0.4037,0.8448,0.4915,0.4919,0.5065,0.5069
8t8g_B,af3,1,1,0.46,0.85,0.4586,0.4611,0.8492,0.5367,0.5387,0.5517,0.5537
8t8g_B,af3,1,2,0.4,0.85,0.3945,0.4042,0.8483,0.4853,0.493,0.5003,0.508
8t8g_B,af3,1,3,0.39,0.85,0.384,0.3878,0.8467,0.4765,0.4796,0.4915,0.4946
8t8g_B,af3,1,4,0.44,0.85,0.4534,0.4433,0.8488,0.5325,0.5244,0.5475,0.5394
8t8g_B,af3,1,5,0.49,0.86,0.5092,0.4942,0.8553,0.5784,0.5664,0.5934,0.5814
8t8g_B,af3,1,6,0.41,0.84,0.4096,0.4143,0.8431,0.4963,0.5001,0.5113,0.5151
8t8g_B,af3,1,7,0.4,0.85,0.4,0.4028,0.8454,0.4891,0.4913,0.5041,0.5063
8t8g_B,af3,1,8,0.42,0.85,0.4194,0.4245,0.8467,0.5049,0.5089,0.5199,0.5239
8t8g_B,af3,1,9,0.49,0.85,0.4928,0.49,0.8509,0.5644,0.5622,0.5794,0.5772
8t8g_B,af3,2,0,0.37,0.84,0.3791,0.3722,0.84,0.4713,0.4658,0.5013,0.4958
8t8g_B,af3,2,1,0.54,0.86,0.5567,0.5379,0.8624,0.6178,0.6028,0.6328,0.6178
8t8g_B,af3,2,2,0.39,0.84,0.4102,0.3864,0.8389,0.4959,0.4769,0.5109,0.4919
8t8g_B,af3,2,3,0.37,0.85,0.3746,0.3669,0.8543,0.4705,0.4644,0.4855,0.4794
8t8g_B,af3,2,4,0.46,0.85,0.4704,0.4561,0.847,0.5457,0.5343,0.5607,0.5493
8t8g_B,af3,2,5,0.42,0.86,0.4216,0.4184,0.8571,0.5087,0.5061,0.5587,0.5561
8t8g_B,af3,2,6,0.48,0.84,0.4987,0.4814,0.8441,0.5678,0.5539,0.5828,0.5689
8t8g_B,af3,2,7,0.44,0.84,0.4563,0.4425,0.837,0.5324,0.5214,0.5674,0.5564
8t8g_B,af3,2,8,0.39,0.84,0.3909,0.3916,0.8441,0.4815,0.4821,0.5165,0.5171
8t8g_B,af3,2,9,0.5,0.85,0.4968,0.4959,0.8505,0.5675,0.5668,0.6175,0.6168
8t8g_B,af3,3,0,0.46,0.85,0.4482,0.4568,0.8469,0.5279,0.5348,0.5429,0.5498
8t8g_B,af3,3,1,0.39,0.84,0.3832,0.3877,0.8397,0.4745,0.4781,0.4895,0.4931
8t8g_B,af3,3,2,0.46,0.85,0.4551,0.4614,0.8453,0.5331,0.5382,0.5481,0.5532
8t8g_B,af3,3,3,0.43,0.85,0.4221,0.4299,0.847,0.5071,0.5133,0.5221,0.5283
8t8g_B,af3,3,4,0.45,0.84,0.4454,0.4537,0.8435,0.525,0.5317,0.54,0.5467
8t8g_B,af3,3,5,0.4,0.84,0.398,0.3962,0.8422,0.4868,0.4854,0.5018,0.5004
8t8g_B,af3,3,6,0.37,0.84,0.3731,0.3735,0.844,0.4673,0.4676,0.4823,0.4826
8t8g_B,af3,3,7,0.43,0.85,0.4278,0.4299,0.8471,0.5117,0.5133,0.5267,0.5283
8t8g_B,af3,3,8,0.45,0.84,0.4474,0.4509,0.8417,0.5263,0.5291,0.5413,0.5441
8t8g_B,af3,3,9,0.41,0.84,0.4027,0.4122,0.8382,0.4898,0.4974,0.5048,0.5124
8t8g_B,af3,4,0,0.42,0.85,0.4182,0.4233,0.8452,0.5036,0.5077,0.5186,0.5227
8t8g_B,af3,4,1,0.39,0.85,0.3945,0.3915,0.8471,0.485,0.4826,0.5,0.4976
8t8g_B,af3,4,2,0.42,0.84,0.4174,0.4197,0.8433,0.5026,0.5044,0.5176,0.5194
8t8g_B,af3,4,3,0.41,0.84,0.4037,0.4057,0.8423,0.4914,0.493,0.5064,0.508
8t8g_B,af3,4,4,0.43,0.84,0.4415,0.4319,0.8442,0.522,0.5144,0.577,0.5694
8t8g_B,af3,4,5,0.45,0.84,0.4563,0.4547,0.8376,0.5326,0.5313,0.5676,0.5663
8t8g_B,af3,4,6,0.39,0.84,0.3866,0.3914,0.8381,0.4769,0.4807,0.4919,0.4957
8t8g_B,af3,4,7,0.41,0.84,0.4072,0.4094,0.8402,0.4938,0.4956,0.5088,0.5106
8t8g_B,af3,4,8,0.4,0.84,0.3877,0.405,0.8401,0.4782,0.492,0.4932,0.507
8t8g_B,af3,4,9,0.44,0.84,0.4303,0.4353,0.8407,0.5124,0.5164,0.5274,0.5314
8t8g_B,af3,5,0,0.41,0.84,0.4019,0.412,0.8419,0.4899,0.498,0.5049,0.513
8t8g_B,af3,5,1,0.42,0.85,0.4223,0.422,0.8466,0.5072,0.5069,0.5222,0.5219
8t8g_B,af3,5,2,0.43,0.84,0.4237,0.4281,0.843,0.5076,0.5111,0.5226,0.5261
8t8g_B,af3,5,3,0.42,0.85,0.4217,0.4172,0.8477,0.5069,0.5033,0.5219,0.5183
8t8g_B,af3,5,4,0.41,0.84,0.4007,0.41,0.8365,0.4879,0.4953,0.5029,0.5103
8t8g_B,af3,5,5,0.43,0.84,0.4244,0.4301,0.8431,0.5081,0.5127,0.5231,0.5277
8t8g_B,af3,5,6,0.4,0.85,0.3987,0.3982,0.845,0.488,0.4876,0.503,0.5026
8t8g_B,af3,5,7,0.42,0.84,0.4203,0.4191,0.8414,0.5045,0.5036,0.5195,0.5186
8t8g_B,af3,5,8,0.49,0.85,0.4912,0.4885,0.8461,0.5622,0.56,0.5772,0.575
8t8g_B,af3,5,9,0.48,0.85,0.477,0.4803,0.8464,0.5509,0.5535,0.5659,0.5685
8t8g_B,af3,6,0,0.47,0.84,0.471,0.471,0.8395,0.5447,0.5447,0.5747,0.5747
8t8g_B,af3,6,1,0.44,0.85,0.452,0.4449,0.8508,0.5318,0.5261,0.5468,0.5411
8t8g_B,af3,6,2,0.46,0.84,0.4536,0.457,0.8386,0.5306,0.5333,0.5456,0.5483
8t8g_B,af3,6,3,0.42,0.85,0.4197,0.4177,0.8461,0.505,0.5034,0.52,0.5184
8t8g_B,af3,6,4,0.43,0.84,0.4237,0.4275,0.8449,0.5079,0.511,0.5229,0.526
8t8g_B,af3,6,5,0.47,0.84,0.4674,0.4685,0.8366,0.5412,0.5421,0.5762,0.5771
8t8g_B,af3,6,6,0.47,0.84,0.4672,0.4745,0.8435,0.5425,0.5483,0.5575,0.5633
8t8g_B,af3,6,7,0.41,0.84,0.4164,0.4091,0.8415,0.5014,0.4956,0.5164,0.5106
8t8g_B,af3,6,8,0.45,0.84,0.4552,0.454,0.8368,0.5315,0.5306,0.5465,0.5456
8t8g_B,af3,6,9,0.44,0.84,0.4376,0.4424,0.843,0.5187,0.5225,0.5337,0.5375
8t8g_B,af3,7,0,0.4,0.84,0.3949,0.3981,0.8449,0.4849,0.4875,0.4999,0.5025
8t8g_B,af3,7,1,0.4,0.85,0.3976,0.402,0.8471,0.4875,0.491,0.5025,0.506
8t8g_B,af3,7,2,0.44,0.85,0.4305,0.4354,0.8465,0.5137,0.5176,0.5287,0.5326
8t8g_B,af3,7,3,0.44,0.85,0.4265,0.4384,0.8483,0.5109,0.5204,0.5259,0.5354
8t8g_B,af3,7,4,0.42,0.84,0.4144,0.4199,0.8418,0.4999,0.5043,0.5149,0.5193
8t8g_B,af3,7,5,0.4,0.84,0.3987,0.3974,0.8437,0.4877,0.4867,0.5027,0.5017
8t8g_B,af3,7,6,0.42,0.85,0.4201,0.4242,0.8471,0.5055,0.5088,0.5205,0.5238
8t8g_B,af3,7,7,0.5,0.86,0.4988,0.5019,0.8565,0.5703,0.5728,0.5853,0.5878
8t8g_B,af3,7,8,0.45,0.85,0.4496,0.4513,0.8507,0.5298,0.5312,0.5448,0.5462
8t8g_B,af3,7,9,0.42,0.85,0.4135,0.4157,0.8479,0.5004,0.5021,0.5154,0.5171
8t8g_B,af3,8,0,0.4,0.85,0.4087,0.404,0.8474,0.4964,0.4927,0.5114,0.5077
8t8g_B,af3,8,1,0.47,0.85,0.4724,0.4704,0.853,0.5485,0.5469,0.6035,0.6019
8t8g_B,af3,8,2,0.4,0.84,0.3957,0.3971,0.8369,0.4839,0.4851,0.5239,0.5251
8t8g_B,af3,8,3,0.39,0.84,0.4039,0.3931,0.8399,0.4911,0.4825,0.5061,0.4975
8t8g_B,af3,8,4,0.39,0.85,0.3916,0.3941,0.848,0.4829,0.4849,0.4979,0.4999
8t8g_B,af3,8,5,0.39,0.84,0.3885,0.3894,0.8422,0.4792,0.48,0.4942,0.495
8t8g_B,af3,8,6,0.41,0.84,0.4089,0.4094,0.8433,0.4958,0.4962,0.5108,0.5112
8t8g_B,af3,8,7,0.47,0.85,0.4667,0.4651,0.8453,0.5424,0.5411,0.5774,0.5761
8t8g_B,af3,8,8,0.42,0.85,0.419,0.4213,0.8455,0.5043,0.5061,0.5193,0.5211
8t8g_B,af3,8,9,0.43,0.85,0.4219,0.4293,0.8453,0.5066,0.5125,0.5216,0.5275
8t8g_B,af3,9,0,0.4,0.84,0.4022,0.3997,0.8404,0.4898,0.4878,0.5048,0.5028
8t8g_B,af3,9,1,0.38,0.84,0.3789,0.3753,0.8401,0.4711,0.4683,0.4861,0.4833
8t8g_B,af3,9,2,0.43,0.84,0.4245,0.4284,0.8398,0.5076,0.5107,0.5226,0.5257
8t8g_B,af3,9,3,0.41,0.84,0.4068,0.4074,0.8446,0.4944,0.4948,0.5094,0.5098
8t8g_B,af3,9,4,0.42,0.84,0.4255,0.4236,0.8426,0.5089,0.5074,0.5239,0.5224
8t8g_B,af3,9,5,0.4,0.84,0.3942,0.4018,0.8385,0.4831,0.4891,0.4981,0.5041
8t8g_B,af3,9,6,0.39,0.84,0.3828,0.3876,0.8381,0.4739,0.4777,0.4889,0.4927
8t8g_B,af3,9,7,0.41,0.84,0.416,0.4137,0.8441,0.5016,0.4998,0.5166,0.5148
8t8g_B,af3,9,8,0.42,0.85,0.4258,0.4183,0.8478,0.5102,0.5042,0.5252,0.5192
8t8g_B,af3,9,9,0.41,0.84,0.404,0.4089,0.8421,0.4916,0.4955,0.5066,0.5105
8t8g_B,af3,10,0,0.49,0.85,0.4952,0.4934,0.8521,0.5666,0.5651,0.5816,0.5801
8t8g_B,af3,10,1,0.44,0.85,0.4371,0.4352,0.85,0.5197,0.5182,0.5347,0.5332
8t8g_B,af3,10,2,0.46,0.85,0.4697,0.463,0.848,0.5454,0.54,0.5604,0.555
8t8g_B,af3,10,3,0.38,0.84,0.3772,0.379,0.8412,0.47,0.4714,0.485,0.4864
8t8g_B,af3,10,4,0.42,0.85,0.4198,0.4213,0.8479,0.5054,0.5066,0.5204,0.5216
8t8g_B,af3,10,5,0.4,0.85,0.4052,0.4003,0.8451,0.4932,0.4893,0.5082,0.5043
8t8g_B,af3,10,6,0.48,0.86,0.4892,0.4845,0.8566,0.5627,0.5589,0.6127,0.6089
8t8g_B,af3,10,7,0.4,0.85,0.3911,0.3978,0.8459,0.4821,0.4874,0.4971,0.5024
8t8g_B,af3,10,8,0.39,0.84,0.3913,0.392,0.8433,0.4817,0.4823,0.4967,0.4973
8t8g_B,af3,10,9,0.44,0.86,0.4543,0.4448,0.8559,0.5346,0.527,0.5496,0.542
8t8g_B,af3,42,0,0.4,0.84,0.4042,0.4036,0.8428,0.4919,0.4914,0.5069,0.5064
8t8g_B,af3,42,1,0.42,0.85,0.4099,0.4247,0.8451,0.4969,0.5088,0.5119,0.5238
8t8g_B,af3,42,2,0.46,0.84,0.4538,0.4589,0.8439,0.5318,0.5359,0.5468,0.5509
8t8g_B,af3,42,3,0.38,0.84,0.3757,0.375,0.8396,0.4685,0.4679,0.4835,0.4829
8t8g_B,af3,42,4,0.41,0.85,0.4032,0.4058,0.8462,0.4918,0.4939,0.5068,0.5089
8t8g_B,af3,42,5,0.39,0.85,0.3924,0.394,0.8451,0.4829,0.4842,0.4979,0.4992
8t8g_B,af3,42,6,0.4,0.84,0.402,0.404,0.8443,0.4905,0.4921,0.5055,0.5071
8t8g_B,af3,42,7,0.46,0.85,0.4605,0.4583,0.8542,0.5392,0.5375,0.5542,0.5525
8t8g_B,af3,42,8,0.44,0.84,0.4492,0.4427,0.843,0.528,0.5228,0.543,0.5378
8t8g_B,af3,42,9,0.44,0.85,0.4515,0.445,0.8501,0.5312,0.526,0.5462,0.541
8t8g_B,af3,777,0,0.43,0.84,0.4261,0.4321,0.8419,0.5093,0.5141,0.5243,0.5291
8t8g_B,af3,777,1,0.41,0.84,0.4087,0.4105,0.8418,0.4953,0.4968,0.5103,0.5118
8t8g_B,af3,777,2,0.4,0.84,0.3973,0.3966,0.8425,0.4863,0.4858,0.5013,0.5008
8t8g_B,af3,777,3,0.41,0.84,0.4036,0.4055,0.8398,0.4908,0.4924,0.5058,0.5074
8t8g_B,af3,777,4,0.43,0.84,0.4294,0.4301,0.8399,0.5115,0.5121,0.5265,0.5271
8t8g_B,af3,777,5,0.4,0.84,0.3952,0.3969,0.8441,0.485,0.4863,0.5,0.5013
8t8g_B,af3,777,6,0.46,0.85,0.4566,0.4633,0.8465,0.5346,0.5399,0.5496,0.5549
8t8g_B,af3,777,7,0.4,0.84,0.4117,0.4016,0.8389,0.4971,0.4891,0.5121,0.5041
8t8g_B,af3,777,8,0.42,0.85,0.437,0.4227,0.8498,0.5196,0.5081,0.5346,0.5231
8t8g_B,af3,777,9,0.38,0.85,0.3769,0.3766,0.8475,0.471,0.4708,0.486,0.4858
8t8g_B,af3,25107,0,0.41,0.84,0.4003,0.4147,0.8434,0.4889,0.5004,0.5039,0.5154
8t8g_B,af3,25107,1,0.41,0.84,0.3991,0.4067,0.842,0.4877,0.4938,0.5027,0.5088
8t8g_B,af3,25107,2,0.39,0.84,0.3972,0.395,0.8422,0.4862,0.4844,0.5012,0.4994
8t8g_B,af3,25107,3,0.42,0.85,0.4325,0.4185,0.8507,0.5161,0.5049,0.5311,0.5199
8t8g_B,af3,25107,4,0.38,0.85,0.3874,0.3819,0.8463,0.4792,0.4748,0.4942,0.4898
8t8g_B,af3,25107,5,0.43,0.85,0.4412,0.4291,0.8493,0.5228,0.5131,0.5378,0.5281
8t8g_B,af3,25107,6,0.41,0.84,0.3993,0.4129,0.8414,0.4877,0.4986,0.5027,0.5136
8t8g_B,af3,25107,7,0.4,0.84,0.3899,0.405,0.842,0.4803,0.4924,0.4953,0.5074
8t8g_B,af3,25107,8,0.42,0.85,0.4198,0.4236,0.8509,0.506,0.5091,0.521,0.5241
8t8g_B,af3,25107,9,0.4,0.84,0.3945,0.3992,0.8374,0.4831,0.4868,0.4981,0.5018
8t8g_B,af3,91791,0,0.4,0.85,0.3989,0.4032,0.8467,0.4885,0.4919,0.5035,0.5069
8t8g_B,af3,91791,1,0.46,0.85,0.4634,0.4574,0.852,0.5411,0.5363,0.5561,0.5513
8t8g_B,af3,91791,2,0.48,0.85,0.4875,0.4827,0.8536,0.5607,0.5569,0.5757,0.5719
8t8g_B,af3,91791,3,0.37,0.84,0.3743,0.3733,0.8372,0.4669,0.4661,0.4819,0.4811
8t8g_B,af3,91791,4,0.39,0.84,0.3847,0.3868,0.8419,0.4761,0.4778,0.4911,0.4928
8t8g_B,af3,91791,5,0.4,0.85,0.3959,0.3984,0.8452,0.4858,0.4878,0.5008,0.5028
8t8g_B,af3,91791,6,0.48,0.85,0.477,0.4804,0.8471,0.551,0.5537,0.566,0.5687
8t8g_B,af3,91791,7,0.4,0.85,0.3873,0.3966,0.8474,0.4793,0.4868,0.4943,0.5018
8t8g_B,af3,91791,8,0.42,0.84,0.4151,0.4192,0.8441,0.5009,0.5042,0.5159,0.5192
8t8g_B,af3,91791,9,0.44,0.84,0.434,0.4411,0.842,0.5156,0.5213,0.5306,0.5363
8t8g_B,af3,34897,0,0.44,0.84,0.439,0.4423,0.8425,0.5197,0.5223,0.5347,0.5373
8t8g_B,af3,34897,1,0.4,0.84,0.3935,0.4003,0.8416,0.4831,0.4886,0.4981,0.5036
8t8g_B,af3,34897,2,0.39,0.84,0.3913,0.391,0.8433,0.4817,0.4815,0.4967,0.4965
